姓名,性别,民族,出生年月,籍贯,现任职务,党派,代表团,学历,学位,毕业院校,专业
丁仲礼,男,汉族,1957年1月,浙江嵊州,民盟中央副主席，中国科学院副院长,民盟,西藏,研究生,博士,中国科学院地质研究所,古生物学及地层学专业
王沪宁,男,汉族,1955年10月,山东莱州,全国人大代表,中共,西藏,研究生,硕士,复旦大学国际政治系,国际政治专业
云丹,男,藏族,1967年12月,西藏浪卡子,全国人大代表,中共,西藏,研究生,硕士,四川省工商管理学院,工商管理专业
扎西央金,女,珞巴族,1981年1月,西藏隆子,全国人大代表,中共,西藏,大学普通班,,西藏大学,数学专业
白玛曲珍,女,门巴族,1984年6月,西藏墨脱,全国人大代表,中共,西藏,大学,学士,长安大学,英语专业
白玛赤林,男,藏族,1951年10月,西藏丁青,中共十八届中央委员，全国人大常委会委员、全国人大民族委员会副主任委员，西藏自治区党委副书记、自治区人大常委会主任,中共,西藏,研究生,,中央党校研究生院,党的学说与党的建设专业
加永尼玛,男,藏族,1965年6月,西藏昌都,全国人大代表,中共,西藏,小学,,,
向巴平措,男,藏族,1947年5月,西藏昌都,全国人大常委会副委员长,中共,西藏,大学普通班,,重庆大学机械系,机械制造专业
次旺仁增,男,藏族,1962年10月,西藏比如,全国人大代表,中共,西藏,大学普通班,学士,西藏民族学院医学院,临床医学专业
红卫,男,藏族,1967年12月,西藏札达,全国人大代表,中共,西藏,大学本科,,中央党校函授经管班,
吴英杰,男,汉族,1956年12月,山东昌邑,全国人大代表,中共,西藏,研究生,硕士,中央党校研究生在职研究生班,中共党史专业
宋宝善,男,汉族,1964年7月,河北辛集,全国人大代表,中共,西藏,研究生,,国防大学,装甲指挥专业
陈全国,男,汉族,1955年11月,河南平舆,全国人大代表,中共,西藏,研究生,经济学硕士,武汉理工大学工商管理学院,经济学
旺堆,男,藏族,1963年1月,西藏白朗,全国人大代表,中共,西藏,大学普通班,,西藏大学,语言文学专业
洛桑旦巴,男,藏族,1954年8月,西藏措美,全国人大代表,中共,西藏,大专,,中央党校函授学院大专班,党政管理专业
洛桑江村,男,藏族,1957年7月,西藏察雅,全国人大代表,中共,西藏,研究生,硕士,中央党校研究生院在职研究生班,马克思主义哲学专业
格桑卓嘎,女,藏族,1962年11月,西藏拉萨,全国人大代表,中共,西藏,初中,,,
唐晓,男,汉族,1959年11月,山西太原,全国人大代表,中共,西藏,研究生,管理学硕士,澳门科技大学,工商管理
益西卓嘎,女,藏族,1974年3月,西藏乃东,全国人大代表,中共,西藏,初中,,西藏自治区山南地区第一中学,
彭措,男,藏族,1958年12月,西藏噶尔,全国人大代表,中共,西藏,大学普通班,,新疆工学院,机械制造及工艺设备专业
上官吉庆,男,汉族,1963年3月,陕西乾县,全国人大代表,中共,陕西,研究生,管理学硕士,西北大学,行政管理专业
王西林,男,汉族,1957年8月,河南长葛,全国人大代表,,陕西,大学,,湖北财经大学,经济管理专业
王军,男,汉族,1956年11月,福建闽侯,全国人大代表,中共,陕西,大学,文学学士,西北大学,汉语言文学专业
王春新,男,汉族,1958年10月,汉族,全国人大代表,中共,陕西,大学,,装甲兵工程学院,军事指挥专业
王树国,男,汉族,1958年10月,河北献县,全国人大代表,中共,陕西,研究生,工学博士,哈尔滨工业大学,机械学
王勇超,男,汉族,1957年7月,陕西西安,全国人大代表,民进,陕西,大学,,西北大学,汉语言文学专业
王莉霞,女,蒙古族,1964年6月,辽宁建平,全国人大代表,中共,陕西,研究生,经济学博士,厦门大学,统计学专业
王晨,男,汉族,1950年12月,北京,中共十八届中央委员，全国人大常委会副委员长兼秘书长,中共,陕西,硕士,文学硕士,中国社会科学院研究生院,新闻业务专业
王曼利,女,汉族,1967年12月,陕西西安,全国人大代表,中共,陕西,高中,,,
王福豹,男,汉族,1963年4月,山西运城,全国人大代表,民盟,陕西,研究生,工学博士,西北工业大学,计算机科学与工程专业
方玮峰,男,汉族,1966年6月,河南禹州,全国人大代表,中共,陕西,大学,法学学士,北京大学,政治学与行政管理专业
户思社,男,汉族,1960年8月,陕西大荔,全国人大代表,民革,陕西,研究生,文学博士,法国马赛第一大学,语言文学专业
叶瑜,女,汉族,1986年10月,陕西丹凤,全国人大代表,中共,陕西,大学,经济学学士,西安翻译学院,国际经济与贸易专业
史贵禄,男,汉族,1965年4月,陕西定边,全国人大代表,,陕西,大专,,西安建筑科技大学,工民建专业
冯月菊,女,汉族,1955年11月,陕西扶风,全国人大代表,民盟,陕西,中央党校大学,,中央党校函授学院,经济管理专业
朱静芝,女,汉族,1955年8月,陕西武功,全国人大常委会委员，农工党中央副主席、陕西省主委，陕西省人大常委会副主任,农工党,陕西,大学,农学学士,西北农学院,农学专业
华炜,男,汉族,1952年12月,山东文登,全国人大代表,中共,陕西,研究生,经济学硕士,吉林大学经济管理学院,国民经济计划与管理专业
刘小萍,女,汉族,1973年4月,陕西西安,全国人大代表,中共,陕西,市委党校大学,,陕西省咸阳市委党校,经济管理专业
刘宽忍,男,汉族,1963年10月,陕西蒲城,全国人大代表,民进,陕西,研究生,文学硕士,西安音乐学院,笛子专业
江泽林,男,汉族,1959年10月,安徽安庆,全国人大代表,中共,陕西,研究生,经济学博士,中国社会科学院研究生院,农业经济专业
孙其信,男,汉族,1962年8月,甘肃景泰,全国人大代表,,陕西,研究生,农学博士,北京农业大学农学系,农学专业
孙俊良,男,汉族,1963年9月,陕西神木,全国人大代表,,陕西,大专,,延安大学经济管理系,企业管理专业
孙维,女,汉族,1970年9月,陕西西安,全国人大代表,,陕西,研究生,,中国传媒大学,电视编导专业
李梅,女,汉族,1969年6月,陕西西安,全国人大代表,中共,陕西,省委党校研究生,,陕西省委党校,经济管理专业
李朝鲜,男,汉族,1954年1月,陕西礼泉,全国人大代表,中共,陕西,大专,,西北大学,汉语言文学专业
杨丰岐,男,汉族,1962年12月,陕西安塞,全国人大代表,中共,陕西,中专,,中央农业广播电视学校安塞县分校,高效蔬菜专业
杨冠军,男,回族,1963年4月,河南禹州,全国人大代表,中共,陕西,研究生,工学博士,东北大学,材料科学与工程专业
杨海明,男,汉族,1969年11月,陕西勉县,全国人大代表,,陕西,研究生,,陕西师范大学,政治经济学专业
宋洪武,男,汉族,1952年4月,河南滑县,全国人大代表,中共,陕西,中央党校研究生,,中央党校在职研究生班,马克思主义哲学专业
张文堂,男,汉族,1969年11月,陕西榆林,全国人大代表,中共,陕西,大专,,陕西广播电视大学,工商管理专业
张富汉,男,汉族,1957年8月,陕西户县,全国人大代表,中共,陕西,大专,,西北大学,党政干部基础科
陆治原,男,汉族,1964年8月,陕西绥德,全国人大代表,中共,陕西,研究生,经济学博士,陕西财经学院财政系,财政专业
陈分新,男,汉族,1962年2月,陕西旬阳,全国人大代表,中共,陕西,市委党校大专,,陕西省安康市委党校,经济管理专业
陈竺,男,汉族,1953年8月,江苏镇江,全国人大常委会副委员长，农工党中央主席,农工党,陕西,博士,医学博士,法国巴黎第七大学,
陈超,男,汉族,1958年4月,陕西西安,全国人大华侨委员会委员，致公党陕西省委会主委，西北大学副校长,致公党,陕西,研究生,理学博士,美国哥伦比亚大学,生命科学专业
周卫健,女,汉族,1953年3月,河南南乐,全国人大代表,九三学社,陕西,研究生,理学博士,西北大学地质系,古生物学及地层学专业
周喜玲,女,回族,1970年7月,河南洛阳,全国人大代表,中共,陕西,大学,,中央广播电视大学,法律专业
赵正永,男,汉族,1951年3月,安徽马鞍山,中共十八届中央委员，全国人大内务司法委员会副主任委员（陕西省委原书记，省人大常委会原主任）,中共,陕西,中央党校研究生,,中央党校培训部,
赵季平,男,汉族,1945年7月,河北束鹿,全国人大代表,中共,陕西,大学,,西安音乐学院,作曲专业
赵超,男,汉族,1967年6月,陕西长安,全国人大代表,民建,陕西,研究生,经济学博士,西安交通大学管理学院,应用经济学专业
胡太平,男,汉族,1955年8月,陕西蓝田,全国人大代表,中共,陕西,研究生,工学博士,西北工业大学,系统工程专业
胡和平,男,汉族,1962年10月,山东临沂,全国人大代表,中共,陕西,研究生,博士,,
胡春霞,女,汉族,1980年10月,陕西勉县,全国人大代表,,陕西,中专,,汉中市大河职业技术学校,电算财会专业
胡润泽,男,汉族,1958年12月,陕西岚皋,全国人大代表,中共,陕西,研究生,,陕西工商管理硕士学院,工商管理专业
姜锋,男,汉族,1960年5月,陕西澄城,全国人大代表,中共,陕西,中央党校研究生,高级管理人员工商管理硕士,中央党校函授学院,经济管理专业
娄勤俭,男,汉族,1956年12月,贵州桐梓,全国人大代表,中共,陕西,研究生,工学博士,电子工业部第十五研究所,计算机组织与系统结构专业
祝学军,女,汉族,1962年12月,辽宁沈阳,全国人大代表,中共,陕西,硕士研究生,硕士,航天部第一研究院,自动控制理论及应用
贾旭芝,女,汉族,1957年12月,辽宁黑山,全国人大代表,,陕西,研究生,,西北大学,工商管理专业
徐明正,男,汉族,1957年8月,陕西武功,全国人大代表,民建,陕西,大学,农学学士,西北农学院,农学系
徐新荣,男,汉族,1962年4月,陕西乾县,全国人大代表,中共,陕西,中央党校研究生,高级管理人员工商管理硕士,中央党校函授学院,经济管理专业
徐群贤,男,汉族,1955年4月,河南舞阳,全国人大代表,中共,陕西,高中,,,
徐德龙,男,汉族,1952年7月,甘肃兰州,全国人大代表,中共,陕西,研究生,工学博士,东北大学,钢铁冶金专业
高岭,男,汉族,1964年12月,陕西绥德,全国人大代表,九三学社,陕西,研究生,工学博士,西北大学,计算机软件专业
郭汶霞,女,汉族,1968年3月,陕西铜川,全国人大代表,农工党,陕西,大专,,西安交通大学职业教育技术学院,法律专业
郭社荣,男,汉族,1961年8月,陕西勉县,全国人大代表,中共,陕西,大学,农学学士,西北农学院农学系,农学专业
郭青,男,汉族,1963年10月,河北故城,全国人大代表,中共,陕西,研究生,哲学博士,中南大学公共管理学院,伦理专业
唐军,男,汉族,1960年12月,陕西周至,全国人大代表,中共,陕西,研究生,管理学博士,西北工业大学,管理学与工程专业
黄俊,女,汉族,1957年9月,河南新县,全国人大代表,中共,陕西,研究生,经济学硕士,中国社会科学院,货币银行学专业
黄晓平,男,汉族,1956年10月,陕西华县,全国人大代表,中共,陕西,大学,工学学士,西安冶金建筑学院冶金系,冶炼专业
曹晶,男,汉族,1974年9月,陕西陇县,全国人大代表,中共,陕西,大学,,中央广播电视大学,工商管理专业
阎庆文,男,汉族,1955年5月,辽宁葫芦岛,全国人大代表,中共,陕西,省委党校研究生,,辽宁省委党校,法学专业
梁宏贤,男,汉族,1958年10月,陕西绥德,全国人大代表,中共,陕西,大学,工商管理硕士,西北大学,政治经济学专业
董军,男,汉族,1956年1月,陕西韩城,全国人大代表,中共,陕西,中央党校大学,高级管理人员工商管理硕士,中央党校函授学院,经济管理专业
蒋庄德,男,汉族,1955年8月,辽宁庄河,全国人大常委会委员、全国人大环境与资源保护委员会委员，民盟中央常委、陕西省副主委，陕西省科协主席,民盟,陕西,研究生,工学博士,英国伯明翰大学,机械工程专业
韩宝生,男,汉族,1956年9月,陕西淳化,全国人大代表,民革,陕西,研究生,美术学硕士,西安美术学院,油画专业
喻新强,男,汉族,1958年12月,湖南株洲,全国人大代表,中共,陕西,研究生,管理学博士,湖南大学,管理科学与工程专业
蒲长城,男,汉族,1952年7月,陕西绥德,全国人大环境与资源保护委员会委员，国家质量监督检验检疫总局原副局长、原党组成员,中共,陕西,本科,,杭州大学外语系,英语专业
雷温芳,女,汉族,1965年9月,陕西合阳,全国人大代表,中共,陕西,大专,,中央农业广播电视学校,农村经济管理专业
谭永华,男,汉族,1963年6月,江苏邗江,全国人大民族委员会委员，中国航天科技集团公司第六研究院院长、党委副书记,中共,陕西,研究生,工学博士,西北工业大学,固体力学专业
熊群力,男,汉族,1956年11月,重庆,全国人大财政经济委员会副主任委员，中国电子科技集团公司董事长、党组书记,中共,陕西,本科,,西北电讯工程学院,
马世忠,男,汉族,1962年4月,山东潍坊,全国人大代表,中共,甘肃,研究生,工学博士,中国海洋大学,环境科学
马百龄,男,回族,1959年11月,甘肃张家川,全国人大代表,,甘肃,大专,,甘肃广播电视大学,工业企业管理
马光明,男,回族,1960年4月,甘肃临夏,全国人大代表,中共,甘肃,大学,,甘肃政法学院,法学
马尚英,男,东乡族,1949年7月,甘肃广河,全国人大代表,中共,甘肃,大专,,西北师范学院,汉语言文学
马建苹,女,回族,1973年3月,甘肃天水,全国人大代表,,甘肃,研究生,理学博士,兰州大学,分析化学
马雪花,女,保安族,1981年8月,甘肃积石山,全国人大代表,,甘肃,大学,,西北师范大学,汉语言文学
王三运,男,汉族,1952年12月,山东单县,全国人大代表,中共,甘肃,中央党校研究生,,中央党校,政治学
王胜俊,男,汉族,1946年10月,安徽宿州,中共十八届中央委员，全国人大常委会副委员长,中共,甘肃,大学,,合肥师范学院,
王镇环,女,汉族,1974年2月,辽宁辽阳,全国人大代表,,甘肃,大学,,兰州大学,会计学
毛生武,男,藏族,1962年2月,甘肃天祝,全国人大代表,中共,甘肃,研究生,经济学博士,兰州大学经济管理学院,区域经济学
石寿芳,男,汉族,1964年11月,甘肃岷县,全国人大代表,中共,甘肃,初中,,岷县禾驮乡初级中学,
田成,男,汉族,1965年5月,陕西凤翔,全国人大代表,中共,甘肃,大学,,解放军西安政治学院,工商管理
白忠华,女,回族,1970年4月,青海乐都,全国人大代表,,甘肃,中专,,兰州师范学校,幼师
吕惠嫱,女,汉族,1978年8月,甘肃静宁,全国人大代表,中共,甘肃,大专,,西安科技大学,机电一体化
朱纪,男,汉族,1964年12月,甘肃平凉,全国人大代表,中共,甘肃,大学,理学学士,兰州大学,核物理
刘天绪,男,汉族,1975年12月,甘肃武山,全国人大代表,中共,甘肃,大专,,,
刘永富,男,汉族,1957年4月,湖北随州,全国人大代表,中共,甘肃,中央党校研究生,,中央党校,法学
刘伟平,男,汉族,1953年5月,黑龙江富锦,全国人大代表,中共,甘肃,中央党校研究生,,中央党校,世界经济
刘连昌,男,汉族,1965年10月,山东单县,全国人大代表,中共,甘肃,大学,,海军工程大学,装备管理
刘德树,男,汉族,1952年11月,河北玉田,全国人大环境与资源保护委员会副主任委员，中国中化集团公司原党组书记、董事长,中共,甘肃,大学普通班,工商管理硕士,清华大学,精密仪器系机械制造工艺
孙效东,男,汉族,1954年12月,甘肃庆城,全国人大代表,中共,甘肃,研究生,,,
李家民,男,汉族,1963年7月,辽宁葫芦岛,全国人大代表,中共,甘肃,研究生,工程硕士,武汉大学,软件工程
杨东,男,汉族,1965年5月,甘肃武威,全国人大代表,中共,甘肃,大学,,甘肃农业大学,水利水电建筑工程
连辑,男,汉族,1955年10月,山西沁源,全国人大代表,中共,甘肃,研究生,高级工商管理硕士,清华大学,汉语言文学
吴云天,男,汉族,1959年9月,辽宁海城,全国人大代表,中共,甘肃,研究生,工学硕士,北方交通大学,建筑与土木工程
何丽霞,女,汉族,1964年3月,甘肃兰州,全国人大代表,,甘肃,研究生,理学硕士,西北师范大学,遗传学
张令平,男,汉族,1962年7月,山东滕州,全国人大代表,中共,甘肃,省委党校研究生,法学学士,甘肃省委党校,经济管理
张惠萍,女,汉族,1970年7月,甘肃兰州,全国人大代表,,甘肃,高中,,,
张勤和,男,汉族,1958年9月,甘肃民勤,全国人大代表,中共,甘肃,大学,法学学士,西北师范学院,政治教育
陆浩,男,汉族,1947年4月,河北昌黎,全国人大常委会委员、全国人大环境与资源保护委员会主任委员,中共,甘肃,中央党校研究生,理学学士,中央党校,政治学
陈伟,女,汉族,1957年4月,内蒙古乌拉特前旗,全国人大代表,中共,甘肃,省委党校研究生,,甘肃省委党校,战略管理与应用哲学
陈传书,男,汉族,1954年4月,河北临漳,全国人大农业与农村委员会委员，中国老龄产业协会会长，民政部原党组成员，全国老龄工作委员会办公室原党组书记、常务副主任,中共,甘肃,在职研究生,工商管理硕士,北京理工大学,工商管理
陈克恭,男,汉族,1961年12月,甘肃兰州,全国人大代表,中共,甘肃,研究生,理学硕士,中科院兰州冰川冻土研究所,自然地理
林铎,男,汉族,1956年3月,山东菏泽,全国人大代表,中共,甘肃,,,,
罗笑虎,男,汉族,1955年3月,青海循化,全国人大代表,中共,甘肃,中央党校研究生,,中央党校,法学
周强,男,汉族,1962年2月,甘肃渭源,全国人大代表,中共,甘肃,省委党校研究生,,甘肃省委党校,工商管理
郑亚军,男,汉族,1961年10月,甘肃宁县,全国人大代表,中共,甘肃,中央党校研究生,,中央党校,经济学
赵春,男,汉族,1955年4月,山西临汾,全国人大代表,中共,甘肃,大学,经济学学士,中央财经学院,财政
赵满堂,男,汉族,1961年1月,甘肃天水,全国人大代表,,甘肃,大专,,甘肃农业大学,经济管理
胡浩,男,汉族,1962年6月,山东阳谷,全国人大教育科学文化卫生委员会委员，国防科工局探月工程三期总设计师,中共,甘肃,大学,,国防科技大学,雷达与电子对抗
洪润清,女,汉族,1971年12月,甘肃舟曲,全国人大代表,,甘肃,高中,,舟曲县第一中学,
洪毅,男,汉族,1954年6月,山东齐河,全国人大常委会委员、全国人大华侨委员会委员，中国应急管理学会会长,中共,甘肃,研究生,工学硕士,湖南大学,
夏红民,男,汉族,1961年12月,湖北监利,全国人大代表,中共,甘肃,大学,农学学士,华中农学院,植物保护
郭玉芬,女,汉族,1962年1月,甘肃武威,全国人大代表,民盟,甘肃,研究生,医学博士,中国人民解放军总医院军医进修学院,耳鼻咽喉
常海霞,女,裕固族,1987年1月,甘肃肃南,全国人大代表,,甘肃,大学,经济学学士,兰州理工大学,金融
康仁,男,汉族,1961年12月,甘肃会宁,全国人大代表,中共,甘肃,高中,,,
梁明远,男,藏族,1955年12月,甘肃舟曲,全国人大代表,中共,甘肃,中央党校研究生,文学学士,中央党校,党的学说与党的建设
彭长城,男,汉族,1953年12月,河南罗山,全国人大代表,中共,甘肃,大学,历史学学士,兰州大学,历史学
雷通霞,女,汉族,1966年12月,甘肃靖远,全国人大代表,,甘肃,高中,,,
虞海燕,男,汉族,1961年7月,浙江义乌,全国人大代表,中共,甘肃,研究生,工学博士,东北大学,材料学
路志强,男,汉族,1957年7月,陕西洋县,全国人大代表,中共,甘肃,省委党校研究生,高级工商管理硕士,西北大学,高级工商管理
嘉木样·洛桑久美·图丹却吉尼玛,男,藏族,1948年4月,青海刚察,全国人大常委会委员、全国人大民族委员会副主任委员，中国佛教协会副会长，中国藏语系高级佛学院院长，甘肃省人大常委会副主任，甘肃省佛教协会会长，甘肃省佛学院院长,,甘肃,高中,,,
王予波,男,汉族,1963年1月,河南镇平,全国人大代表,中共,青海,中央党校研究生,文学学士,中央党校函授学院,中文系中国语言文学专业
王玉虎,男,藏族,1962年5月,青海囊谦,全国人大代表,中共,青海,大学,,青海省高等教育自学考试,汉语言文学专业
王勇,男,汉族,1955年12月,辽宁盖州,全国人大代表,中共,青海,研究生,工学硕士,哈尔滨工业大学,技术经济工程专业
王晓,男,汉族,1968年5月,山东枣庄,中共青海省委常委、西宁市委书记、西宁经济枝术开发区党工委书记,中共,青海,在职研究生,经济学博士,青岛海洋大学,企业管理
邓晓辉,男,汉族,1964年1月,江苏金坛,全国人大代表,九三学社,青海,大学,工商管理硕士,长春邮电学院,通信工程专业
尼玛卓玛,女,藏族,1963年10月,青海玉树,全国人大代表,中共,青海,中央党校大学,,中央党校函授学院,经济管理专业
毕生忠,男,汉族,1961年2月,青海贵德,全国人大代表,中共,青海,高中,,,
任茂东,男,汉族,1951年7月,山东寿光,全国人大常委会委员、全国人大教育科学文化卫生委员会副主任委员,中共,青海,研究生,工学硕士,大连海运学院,航海系航海技术专业
任建新,男,汉族,1958年1月,河北冀县,全国人大代表,中共,青海,在职研究生,管理学硕士,兰州大学,经济系企业管理专业
刘莉,女,汉族,1951年11月,河北饶阳,全国人大内务司法委员会委员，原国家安全部政治部主任,中共,青海,大学,,河北大学,外语系日语专业
李小松,男,汉族,1961年12月,青海西宁,全国人大代表,中共,青海,大学,工学学士,华东化工学院,化学工程系无机化工专业
何峰,男,土族,1956年12月,青海民和,全国人大代表,中共,青海,教授,法学博士,兰州大学,历史系民族学专业
郝鹏,男,汉族,1960年7月,陕西凤翔,全国人大代表,中共,青海,研究生,工程硕士,西北工业大学,航空系统工程
拜秀花,女,回族,1956年5月,甘肃临夏,全国人大代表,,青海,大学普通班,,青海民族学院,数学系数学专业
骆惠宁,男,汉族,1954年10月,浙江义乌,全国人大代表,中共,青海,研究生,管理学硕士,中国科技大学商学院管理科学与工程专业,管理科学与工程专业
诺卫星,男,蒙古族,1960年1月,青海都兰,全国人大代表,中共,青海,大学,,青海民族学院,汉语文系汉语文专业
诺尔德,男,藏族,1952年10月,青海甘德,全国人大代表,,青海,大专,,青海民族学院,藏语系藏语专业
娘毛先,女,藏族,1953年7月,青海同仁,全国人大代表,,青海,大学普通班,,青海医学院,医疗系医疗专业
韩永东,男,撒拉族,1962年7月,青海循化,全国人大代表,中共,青海,大学,经济学学士,青海民族学院,政治系政治专业
程苏,女,汉族,1954年2月,河北辛集,全国人大代表,民盟,青海,研究生,文学硕士,青海师范大学,外语系英美文学专业
穆东升,男,回族,1954年11月,青海民和,全国人大常委会委员，青海省人大常委会副主任、党组书记,中共,青海,中央党校研究生,,中央党校培训部培训班,
马力,男,回族,1957年12月,黑龙江齐齐哈尔,全国人大代表,中共,宁夏,大学,,西安冶金建筑学院,环境工程系给水与排水专业
马三刚,男,回族,1954年7月,宁夏西吉,全国人大代表,中共,宁夏,在职研究生,,中央党校,马克思主义哲学
马玉花,女,回族,1968年8月,宁夏同心,全国人大代表,,宁夏,高中,,中卫市海原县回民中学,
马汉成,男,回族,1968年3月,宁夏同心,全国人大代表,中共,宁夏,在职研究生,,中央党校研究生院,经济管理
马瑞文,男,回族,1951年9月,宁夏同心,全国人大常委会委员(宁夏回族自治区人大常委会原副主任、党组副书记),中共,宁夏,中央党校大学,,中央党校函授学院,党政管理专业
王正伟,男,回族,1957年6月,宁夏同心,全国人大代表,中共,宁夏,研究生,博士,中央民族大学,民族经济
王永耀,男,汉族,1958年6月,河南温县,全国人大代表,中共,宁夏,大学,,中央党校函授学院,经济管理
王庆喜,男,汉族,1954年8月,辽宁大连,全国人大常委会委员、全国人大环境与资源保护委员会副主任委员,中共,宁夏,中央党校研究生,,中央党校,科学社会主义
王和山,男,汉族,1964年7月,宁夏西吉,全国人大代表,中共,宁夏,研究生,硕士,西北农业大学,农业经济管理专业
白尚成,男,回族,1962年11月,河南孟县,全国人大代表,中共,宁夏,在职研究生,,中央党校研究生院,经济管理专业
刘慧,女,回族,1959年12月,天津,全国人大代表,中共,宁夏,在职研究生,,中央党校研究生院,经济管理
李建华,男,汉族,1954年9月,河北故城,全国人大代表,中共,宁夏,研究生,经济学硕士,南开大学,政治经济学
吴仕民,男,汉族,1951年3月,江西余干,全国人大民族委员会副主任委员,中共,宁夏,在职研究生,,中央党校研究生班,法学专业
张八五,男,汉族,1962年4月,陕西大荔,全国人大代表,中共,宁夏,大学本科,学士,陕西财经学院,工业经济
张仙蕊,女,汉族,1963年8月,陕西渭南,全国人大代表,中共,宁夏,大学,,中央党校函授学院,法律
张毅,男,汉族,1950年8月,黑龙江海伦,全国人大代表,中共,宁夏,大专,,东北林学院林业经济系,林业经济管理
陈昌智,男,汉族,1945年7月,湖北孝感,全国人大常委会副委员长，民建中央主席,民建,宁夏,研究生,,四川大学,中国经济史专业
陈建国,男,汉族,1945年7月,山东荣成,全国人大常委会委员、全国人大农业与农村委员会主任委员,中共,宁夏,在职研究生,,中央党校函授学院,政治学
罗春桃,女,汉族,1966年3月,甘肃清水,全国人大代表,中共,宁夏,大学本科,学士,中南工业大学化学系,工业分析专业
徐力群,男,汉族,1959年5月,宁夏平罗,全国人大代表,中共,宁夏,在职研究生,,中国社会科学院研究生院,企业管理专业
乃依木·亚森,男,维吾尔族,1952年11月,新疆吐鲁番,全国人大代表,中共,新疆,,,新疆大学,政治教育专业
王昌顺,男,汉族,1957年6月,陕西旬阳,全国人大代表,中共,新疆,在职研究生,管理学博士,中国科学技术大学,管理科学与工程专业
王健,男,汉族,1955年7月,江苏海安,全国人大代表,中共,新疆,在职大专,,西安矿业学院,通风与安全专业
木太力甫·吾布力,男,维吾尔族,1958年7月,新疆喀什,全国人大代表,中共,新疆,大学,学士,喀什师范学院,中文专业
车俊,男,汉族,1955年7月,安徽巢湖,全国人大代表,中共,新疆,在职大学,,中央党校函授学院,经济管理专业
牙生·吐尔逊,男,维吾尔族,1985年5月,新疆尉犁,全国人大代表,中共,新疆,在职大学,,喀什师范学院,体育教育专业
巴合旦古丽·扎提,女,哈萨克族,1980年2月,新疆吉木乃,全国人大代表,中共,新疆,中等专科,,石河子职业学校,计算机专业
艾力更·依明巴海,男,维吾尔族,1953年9月,新疆英吉沙,全国人大常委会副委员长,中共,新疆,,,西北轻工学院,硅酸盐专业
艾则孜·木沙,男,维吾尔族,1963年2月,新疆沙雅,全国人大代表,中共,新疆,中央党校研究生,,中央党校,国际政治专业
艾斯海提·克里木拜,男,哈萨克族,1947年11月,新疆伊宁,全国人大常委会委员、全国人大民族委员会副主任委员(新疆维吾尔自治区政协原主席),中共,新疆,大学本科,学士,新疆大学,数学专业
古丽努尔·买买提,女,维吾尔族,1970年2月,新疆阿克苏,全国人大代表,中共,新疆,研究生,硕士,日本京都大学,生物资源经济学专业
史建勇,男,蒙古族,1958年1月,内蒙古达拉特旗,全国人大代表,中共,新疆,在职大学,,中央党校,政法专业
尼相·依不拉音,男,维吾尔族,1954年12月,新疆伊宁,全国人大代表,中共,新疆,在职研究生,,中国社会科学院研究生院,商业经济专业
吉尔拉·衣沙木丁,男,维吾尔族,1962年6月,新疆阿图什,全国人大代表,中共,新疆,在职研究生,高级工商管理硕士,新疆财经大学,工商管理专业
刘志,男,汉族,1960年12月,黑龙江兰西,全国人大代表,中共,新疆,在职研究生,硕士,中国石油大学,企业管理专业
刘新齐,男,汉族,1956年10月,山东商河,全国人大代表,中共,新疆,中央党校研究生,,中央党校研究生院,政治经济学专业
刘新胜,男,汉族,1956年1月,山东宁津,全国人大代表,中共,新疆,在职研究生,,中国社会科学院,技术经济与管理专业
齐保文,男,汉族,1954年11月,甘肃武威,全国人大代表,中共,新疆,在职大学,,中央党校,法律专业
那布拉夏·胡加洪,男,塔吉克族,1964年10月,新疆塔什库尔干,全国人大代表,中共,新疆,中专,,喀什技工学校,农业专业
买买提明·牙生,男,维吾尔族,1951年9月,新疆喀什,全国人大常委会委员、全国人大民族委员会副主任委员,中共,新疆,中央党校研究生,,中央党校研究生院,社会学
买买提依布热依木·买买提明,男,维吾尔族,1978年10月,新疆策勒,全国人大代表,中共,新疆,在职大专,,新疆和田广播电视大学,法律专业
麦尔丹·木盖提,男,维吾尔族,1968年6月,新疆乌鲁木齐,全国人大代表,中共,新疆,研究生,硕士,新疆八一农学院；澳大利亚阿德莱德大学,经济管理专业；农业经济专业
玛依努尔·尼亚孜,女,维吾尔族,1953年12月,新疆库车,全国人大代表,中共,新疆,研究生,医学博士,日本医科大学,妇产科专业
苏力坦·加依纳克,男,柯尔克孜族,1979年3月,新疆乌恰,全国人大代表,中共,新疆,在职大专,,克州电大,法律专业
李学军,男,汉族,1960年12月,甘肃临洮,全国人大代表,中共,新疆,中央党校研究生,,中央党校,经济学专业
李建国,男,汉族,1959年1月,河南罗山,全国人大代表,中共,新疆,在职大学,,中央党校,涉外经济专业
杨琴,女,回族,1969年6月,宁夏西吉,全国人大代表,,新疆,中专,,中央农业广播电视学校,会计专业
吾守尔·斯拉木,男,维吾尔族,1942年8月,新疆察布查尔,全国人大代表,中共,新疆,大学本科,学士学位,新疆大学,物理系
丽娜,女,俄罗斯族,1967年12月,新疆塔城,全国人大代表,中共,新疆,中央党校大学,,中央党校函授学院,行政管理专业
肖开提·依明,男,维吾尔族,1959年12月,新疆玛纳斯,全国人大代表,中共,新疆,研究生,,,
